drug,codrug,Evidence_level,Clinical_significance,Management_option,level_1_atc_drug,level_1_atc_codrug,ATC_vector
M03AB01,N06DA02,ringe dokumenteret,moderat,5,M,N,M03AB01_N06DA02
L01BA01,S02AA15,ringe dokumenteret,mulig,5,L,S,L01BA01_S02AA15
A10BX02,C09BA01,ringe dokumenteret,mulig,5,A,C,A10BX02_C09BA01
G03CA03,J05AP02,veldokumenteret,moderat,5,G,J,G03CA03_J05AP02
A10AD05,C09AA10,veldokumenteret,mulig,5,A,C,A10AD05_C09AA10
G03AA11,R07AX30,dokumenteret,moderat,5,G,R,G03AA11_R07AX30
N06AB06,C07BB12,ringe dokumenteret,moderat,5,N,C,C07BB12_N06AB06
C08DA01,L04AA18,dokumenteret,moderat,5,C,L,C08DA01_L04AA18
A10BB12,C09DA08,ringe dokumenteret,mulig,5,A,C,A10BB12_C09DA08
A10AB04,C09BA05,veldokumenteret,mulig,5,A,C,A10AB04_C09BA05
C08DA01,R06AX26,veldokumenteret,moderat,5,C,R,C08DA01_R06AX26
A10BD25,C09AA10,ringe dokumenteret,mulig,5,A,C,A10BD25_C09AA10
G03AC09,J05AR06,veldokumenteret,mulig,5,G,J,G03AC09_J05AR06
G03AA16,J05AG03,veldokumenteret,mulig,5,G,J,G03AA16_J05AG03
G02BA03,M03BX02,begrænset dokumenteret,moderat,5,G,M,G02BA03_M03BX02
A10BD06,C09AA10,ringe dokumenteret,mulig,5,A,C,A10BD06_C09AA10
G03FA12,D10BA01,dokumenteret,mulig,5,G,D,D10BA01_G03FA12
B01AA03,J01CR02,begrænset dokumenteret,mulig,5,B,J,B01AA03_J01CR02
C10AB04,C10BA03,dokumenteret,mulig,5,C,C,C10AB04_C10BA03
A10BD08,C09BA02,dokumenteret,moderat,5,A,C,A10BD08_C09BA02
J05AF08,M04AB01,dokumenteret,mulig,5,J,M,J05AF08_M04AB01
C09DB01,N02AJ06,dokumenteret,moderat,5,C,N,C09DB01_N02AJ06
R03AL09,S01ED01,dokumenteret,moderat,5,R,S,R03AL09_S01ED01
A10BD06,C07BB07,ringe dokumenteret,mulig,5,A,C,A10BD06_C07BB07
N06AB05,C09DA03,ringe dokumenteret,moderat,5,N,C,C09DA03_N06AB05
B05DB,G03AA07,dokumenteret,udtalt,5,B,G,B05DB_G03AA07
C03EB01,A12CC30,ringe dokumenteret,moderat,5,C,A,A12CC30_C03EB01
A10BD06,C09DA07,ringe dokumenteret,mulig,5,A,C,A10BD06_C09DA07
A10BD06,C09BA01,ringe dokumenteret,mulig,5,A,C,A10BD06_C09BA01
G03DB08,N03AX11,dokumenteret,mulig,5,G,N,G03DB08_N03AX11
G03CA04,J05AE01,dokumenteret,mulig,5,G,J,G03CA04_J05AE01
G03AA11,J05AG03,veldokumenteret,mulig,5,G,J,G03AA11_J05AG03
G03AA11,M03BX02,begrænset dokumenteret,moderat,5,G,M,G03AA11_M03BX02
B05D,H03AA01,dokumenteret,moderat,5,B,H,B05D_H03AA01
G03AA13,J05AG03,veldokumenteret,mulig,5,G,J,G03AA13_J05AG03
B05AA06,H03AA01,dokumenteret,moderat,5,B,H,B05AA06_H03AA01
A10BA02,C09AA10,ringe dokumenteret,mulig,5,A,C,A10BA02_C09AA10
R03CC02,S01ED01,dokumenteret,moderat,5,R,S,R03CC02_S01ED01
G03AA13,D10BA01,dokumenteret,mulig,5,G,D,D10BA01_G03AA13
A10AC01,C09BA03,veldokumenteret,mulig,5,A,C,A10AC01_C09BA03
L01XA01,L01AA06,dokumenteret,moderat,5,L,L,L01XA01_L01AA06
B02BB01,G03FA17,dokumenteret,udtalt,5,B,G,B02BB01_G03FA17
A10AD04,C09AA10,veldokumenteret,mulig,5,A,C,A10AD04_C09AA10
M03BX02,C09BA03,ringe dokumenteret,mulig,5,M,C,C09BA03_M03BX02
R03CC12,C07AB09,dokumenteret,moderat,5,R,C,C07AB09_R03CC12
G03FB05,R07AX30,dokumenteret,moderat,5,G,R,G03FB05_R07AX30
R03AC13,S01ED51,dokumenteret,moderat,5,R,S,R03AC13_S01ED51
A10BD05,C09BB04,ringe dokumenteret,mulig,5,A,C,A10BD05_C09BB04
A10AE05,C09AA05,veldokumenteret,mulig,5,A,C,A10AE05_C09AA05
R03AC03,C07AB09,dokumenteret,moderat,5,R,C,C07AB09_R03AC03
G03AA16,N03AG01,dokumenteret,mulig,5,G,N,G03AA16_N03AG01
A10AE56,C09BA05,veldokumenteret,mulig,5,A,C,A10AE56_C09BA05
L01BB04,J05AF05,ringe dokumenteret,mulig,5,L,J,J05AF05_L01BB04
C07AA05,A10AC04,dokumenteret,moderat,5,C,A,A10AC04_C07AA05
J05AP53,R01AD01,dokumenteret,moderat,5,J,R,J05AP53_R01AD01
A12AA07,H03AA01,dokumenteret,moderat,5,A,H,A12AA07_H03AA01
G03FA01,N03AX11,dokumenteret,mulig,5,G,N,G03FA01_N03AX11
R03AK08,C07AB09,dokumenteret,moderat,5,R,C,C07AB09_R03AK08
A10BD06,C09AA05,ringe dokumenteret,mulig,5,A,C,A10BD06_C09AA05
A10BB12,C09DA07,ringe dokumenteret,mulig,5,A,C,A10BB12_C09DA07
G03AA07,N04BD01,veldokumenteret,mulig,5,G,N,G03AA07_N04BD01
A10BD08,C09AA03,ringe dokumenteret,mulig,5,A,C,A10BD08_C09AA03
J05AR09,J05AP02,dokumenteret,moderat,5,J,J,J05AP02_J05AR09
A10BD08,C09BA01,dokumenteret,moderat,5,A,C,A10BD08_C09BA01
G03AA09,N04BD01,veldokumenteret,mulig,5,G,N,G03AA09_N04BD01
A10BD05,N03AX11,dokumenteret,moderat,5,A,N,A10BD05_N03AX11
N03AF03,N03AG01,dokumenteret,mulig,5,N,N,N03AF03_N03AG01
A10BD06,C09BA03,ringe dokumenteret,mulig,5,A,C,A10BD06_C09BA03
A10BD15,C09AA05,ringe dokumenteret,mulig,5,A,C,A10BD15_C09AA05
G03AC01,J05AG03,veldokumenteret,mulig,5,G,J,G03AC01_J05AG03
A10BB03,C09DA01,ringe dokumenteret,mulig,5,A,C,A10BB03_C09DA01
G03AC01,J05AR06,veldokumenteret,mulig,5,G,J,G03AC01_J05AR06
M01AH05,G03FB05,dokumenteret,mulig,5,M,G,G03FB05_M01AH05
M01AC01,C09DX03,dokumenteret,moderat,5,M,C,C09DX03_M01AC01
G03AA11,N03AX22,dokumenteret,mulig,5,G,N,G03AA11_N03AX22
R03AL05,S01ED01,dokumenteret,moderat,5,R,S,R03AL05_S01ED01
J04AC01,J04AM06,veldokumenteret,moderat,5,J,J,J04AC01_J04AM06
R03AK11,C07AB02,dokumenteret,moderat,5,R,C,C07AB02_R03AK11
G03AA14,J05AR06,veldokumenteret,mulig,5,G,J,G03AA14_J05AR06
G03AB08,N04BD01,veldokumenteret,mulig,5,G,N,G03AB08_N04BD01
J04AB02,G03AB03,veldokumenteret,moderat,5,J,G,G03AB03_J04AB02
C01CA03,C07AG01,dokumenteret,moderat,5,C,C,C01CA03_C07AG01
C08CA01,C10AA01,veldokumenteret,moderat,5,C,C,C08CA01_C10AA01
A10AD06,C09BA02,veldokumenteret,mulig,5,A,C,A10AD06_C09BA02
J04AB02,G03FA01,veldokumenteret,moderat,5,J,G,G03FA01_J04AB02
B01AA04,J01CR02,dokumenteret,moderat,5,B,J,B01AA04_J01CR02
C09XA02,C09DA03,dokumenteret,moderat,5,C,C,C09DA03_C09XA02
C09DX03,C10BA02,veldokumenteret,moderat,5,C,C,C09DX03_C10BA02
R02AA20,S01AE03,dokumenteret,mulig,5,R,S,R02AA20_S01AE03
C01EB16,J02AC03,dokumenteret,moderat,5,C,J,C01EB16_J02AC03
A10BB09,C09BA02,ringe dokumenteret,mulig,5,A,C,A10BB09_C09BA02
G03AB08,R07AX31,dokumenteret,mulig,5,G,R,G03AB08_R07AX31
G02BB01,J05AG03,veldokumenteret,mulig,5,G,J,G02BB01_J05AG03
J05AG04,A02BC01,dokumenteret,mulig,5,J,A,A02BC01_J05AG04
J05AR10,R03AK07,ringe dokumenteret,moderat,5,J,R,J05AR10_R03AK07
J01FA15,C10BA02,ringe dokumenteret,mulig,5,J,C,C10BA02_J01FA15
G03CA04,M03BX02,begrænset dokumenteret,moderat,5,G,M,G03CA04_M03BX02
L02AB02,N03AX22,dokumenteret,mulig,5,L,N,L02AB02_N03AX22
L01CB01,B01AA03,begrænset dokumenteret,moderat,5,L,B,B01AA03_L01CB01
C10AA05,N06AX25,dokumenteret,mulig,5,C,N,C10AA05_N06AX25
J05AE02,R03AK11,ringe dokumenteret,moderat,5,J,R,J05AE02_R03AK11
A10BB03,C09AA10,ringe dokumenteret,mulig,5,A,C,A10BB03_C09AA10
G03AB03,J05AR06,veldokumenteret,mulig,5,G,J,G03AB03_J05AR06
C08DB01,C07AA05,veldokumenteret,moderat,5,C,C,C07AA05_C08DB01
J05AR22,R03BA05,ringe dokumenteret,moderat,5,J,R,J05AR22_R03BA05
B05AA06,G03FA17,dokumenteret,udtalt,5,B,G,B05AA06_G03FA17
N01BB52,N02AA51,dokumenteret,mulig,5,N,N,N01BB52_N02AA51
J05AR22,R01AD08,ringe dokumenteret,moderat,5,J,R,J05AR22_R01AD08
A10BD06,J04AB02,dokumenteret,mulig,5,A,J,A10BD06_J04AB02
G02BB01,J05AP02,veldokumenteret,moderat,5,G,J,G02BB01_J05AP02
A10AC04,C09BA04,veldokumenteret,mulig,5,A,C,A10AC04_C09BA04
R03AL01,C07AB02,dokumenteret,moderat,5,R,C,C07AB02_R03AL01
A10BD15,C09BA02,ringe dokumenteret,mulig,5,A,C,A10BD15_C09BA02
L01XE11,J02AB02,begrænset dokumenteret,mulig,5,L,J,J02AB02_L01XE11
R03AC13,C07BB02,dokumenteret,moderat,5,R,C,C07BB02_R03AC13
A10BD08,C09AA01,ringe dokumenteret,mulig,5,A,C,A10BD08_C09AA01
A12AA07,V03AE05,veldokumenteret,moderat,5,A,V,A12AA07_V03AE05
A12AA07,B03AA02,veldokumenteret,moderat,5,A,B,A12AA07_B03AA02
C09XA52,J04AM02,dokumenteret,mulig,5,C,J,C09XA52_J04AM02
G03FA12,J05AR22,begrænset dokumenteret,mulig,5,G,J,G03FA12_J05AR22
M01AE01,N02BE01,dokumenteret,moderat,5,M,N,M01AE01_N02BE01
G03AA16,M03BX02,begrænset dokumenteret,moderat,5,G,M,G03AA16_M03BX02
G02BA03,B01AA03,dokumenteret,mulig,5,G,B,B01AA03_G02BA03
N02AJ13,B01AA04,dokumenteret,moderat,5,N,B,B01AA04_N02AJ13
B05BB01,B03AA07,veldokumenteret,moderat,5,B,B,B03AA07_B05BB01
C01EB16,N02BE01,dokumenteret,moderat,5,C,N,C01EB16_N02BE01
J05AE01,R03BA05,ringe dokumenteret,moderat,5,J,R,J05AE01_R03BA05
A10BB07,S01AE03,veldokumenteret,moderat,5,A,S,A10BB07_S01AE03
L01XE17,J02AB02,dokumenteret,mulig,5,L,J,J02AB02_L01XE17
R03AK08,C07AA05,dokumenteret,moderat,5,R,C,C07AA05_R03AK08
B01AB10,B01AC06,veldokumenteret,moderat,5,B,B,B01AB10_B01AC06
S01FA56,S02CA06,dokumenteret,mulig,5,S,S,S01FA56_S02CA06
B01AB10,B01AC30,veldokumenteret,moderat,5,B,B,B01AB10_B01AC30
A10BD07,C09BA05,ringe dokumenteret,mulig,5,A,C,A10BD07_C09BA05
A04AD12,A10BB03,dokumenteret,mulig,5,A,A,A04AD12_A10BB03
A10BB01,J01MA12,veldokumenteret,moderat,5,A,J,A10BB01_J01MA12
C08DA01,C01BD07,dokumenteret,udtalt,5,C,C,C01BD07_C08DA01
A10BD20,C09AA05,ringe dokumenteret,mulig,5,A,C,A10BD20_C09AA05
P01BB51,B01AA03,ringe dokumenteret,moderat,5,P,B,B01AA03_P01BB51
J05AR09,R01AD12,ringe dokumenteret,moderat,5,J,R,J05AR09_R01AD12
G03AA16,J05AR14,begrænset dokumenteret,mulig,5,G,J,G03AA16_J05AR14
J05AE08,J02AC03,begrænset dokumenteret,mulig,5,J,J,J02AC03_J05AE08
R03AK11,J05AR10,dokumenteret,moderat,5,R,J,J05AR10_R03AK11
M01AE51,B01AA03,veldokumenteret,moderat,5,M,B,B01AA03_M01AE51
R03AL03,D01AC08,veldokumenteret,mulig,5,R,D,D01AC08_R03AL03
G03DA02,J05AR22,begrænset dokumenteret,mulig,5,G,J,G03DA02_J05AR22
A10BB12,C09AA02,ringe dokumenteret,mulig,5,A,C,A10BB12_C09AA02
G02BB01,N03AX09,dokumenteret,mulig,5,G,N,G02BB01_N03AX09
J05AR15,R03AK06,ringe dokumenteret,moderat,5,J,R,J05AR15_R03AK06
R03AL02,C07AA05,dokumenteret,moderat,5,R,C,C07AA05_R03AL02
C01EB16,M01AE51,dokumenteret,moderat,5,C,M,C01EB16_M01AE51
N06AB05,C09BA01,ringe dokumenteret,moderat,5,N,C,C09BA01_N06AB05
J05AR22,J05AP02,dokumenteret,moderat,5,J,J,J05AP02_J05AR22
R07AX30,J01FA15,dokumenteret,moderat,5,R,J,J01FA15_R07AX30
A10BG03,J04AM02,dokumenteret,mulig,5,A,J,A10BG03_J04AM02
A10BA02,C09BA05,ringe dokumenteret,mulig,5,A,C,A10BA02_C09BA05
J05AE10,J02AB02,dokumenteret,moderat,5,J,J,J02AB02_J05AE10
B03AA01,A02BC01,veldokumenteret,mulig,5,B,A,A02BC01_B03AA01
N06AB06,C09DX03,ringe dokumenteret,moderat,5,N,C,C09DX03_N06AB06
A10AE56,C09BA04,veldokumenteret,mulig,5,A,C,A10AE56_C09BA04
A02AD01,B03AB10,veldokumenteret,moderat,5,A,B,A02AD01_B03AB10
N06AB06,C09BA01,ringe dokumenteret,moderat,5,N,C,C09BA01_N06AB06
R03AK08,C07BB07,dokumenteret,moderat,5,R,C,C07BB07_R03AK08
A10BD07,C09BB02,ringe dokumenteret,mulig,5,A,C,A10BD07_C09BB02
A10BD07,C09AA02,ringe dokumenteret,mulig,5,A,C,A10BD07_C09AA02
G03AA10,J05AR22,begrænset dokumenteret,mulig,5,G,J,G03AA10_J05AR22
A10BB01,C02KX01,dokumenteret,moderat,5,A,C,A10BB01_C02KX01
G03FA12,A08AB01,dokumenteret,mulig,5,G,A,A08AB01_G03FA12
L01XE07,S01BA01,begrænset dokumenteret,moderat,5,L,S,L01XE07_S01BA01
L01BB04,J05AR01,ringe dokumenteret,mulig,5,L,J,J05AR01_L01BB04
L01XE17,N03AF01,ringe dokumenteret,mulig,5,L,N,L01XE17_N03AF01
B02BB01,B03AB10,veldokumenteret,moderat,5,B,B,B02BB01_B03AB10
V04CL,P01AB01,dokumenteret,moderat,5,V,P,P01AB01_V04CL
V04CL,D06BX01,dokumenteret,moderat,5,V,D,D06BX01_V04CL
B05ZB,G03AA10,dokumenteret,udtalt,5,B,G,B05ZB_G03AA10
N04BD01,G02BB01,veldokumenteret,mulig,5,N,G,G02BB01_N04BD01
B02BB01,V03AE05,veldokumenteret,moderat,5,B,V,B02BB01_V03AE05
G03DA02,J05AR10,veldokumenteret,mulig,5,G,J,G03DA02_J05AR10
C10AD06,C10AA02,ringe dokumenteret,mulig,5,C,C,C10AD06_C10AA02
N07BB01,P01AB01,dokumenteret,moderat,5,N,P,N07BB01_P01AB01
A10BB07,C07BB07,ringe dokumenteret,mulig,5,A,C,A10BB07_C07BB07
L01XC12,D01AC08,dokumenteret,udtalt,5,L,D,D01AC08_L01XC12
G03FB06,J05AE03,veldokumenteret,mulig,5,G,J,G03FB06_J05AE03
J05AR01,J05AR02,ringe dokumenteret,udtalt,5,J,J,J05AR01_J05AR02
G03AA13,M01AH05,dokumenteret,mulig,5,G,M,G03AA13_M01AH05
G04BE08,J02AC02,ringe dokumenteret,moderat,5,G,J,G04BE08_J02AC02
R03AK11,C07AB07,dokumenteret,moderat,5,R,C,C07AB07_R03AK11
A10BD25,C09BA03,ringe dokumenteret,mulig,5,A,C,A10BD25_C09BA03
M01AB05,C09CA01,dokumenteret,moderat,5,M,C,C09CA01_M01AB05
C01EB16,N02BA75,dokumenteret,mulig,5,C,N,C01EB16_N02BA75
C01EB16,A12CC30,dokumenteret,mulig,5,C,A,A12CC30_C01EB16
G03AA10,J05AR10,veldokumenteret,mulig,5,G,J,G03AA10_J05AR10
G03FA01,B01AA04,dokumenteret,mulig,5,G,B,B01AA04_G03FA01
J05AR22,J02AB02,dokumenteret,moderat,5,J,J,J02AB02_J05AR22
G03FA01,B01AA04,dokumenteret,mulig,5,G,B,B01AA04_G03FA01
J04AM06,G03CA03,veldokumenteret,moderat,5,J,G,G03CA03_J04AM06
R07AX30,J01FA01,dokumenteret,moderat,5,R,J,J01FA01_R07AX30
A02AD01,G03AA16,dokumenteret,udtalt,5,A,G,A02AD01_G03AA16
G03AB08,M03BX02,begrænset dokumenteret,moderat,5,G,M,G03AB08_M03BX02
J05AR18,R03AK10,ringe dokumenteret,moderat,5,J,R,J05AR18_R03AK10
R07AX31,J01FA01,dokumenteret,moderat,5,R,J,J01FA01_R07AX31
N01BB53,C07AG01,dokumenteret,moderat,5,N,C,C07AG01_N01BB53
A10BA02,C09AA02,ringe dokumenteret,mulig,5,A,C,A10BA02_C09AA02
A10AD01,C09AA02,veldokumenteret,mulig,5,A,C,A10AD01_C09AA02
C10AB04,C01EB16,begrænset dokumenteret,mulig,5,C,C,C01EB16_C10AB04
B05XA06,C09BA03,ringe dokumenteret,moderat,5,B,C,B05XA06_C09BA03
L04AD02,S01AA26,begrænset dokumenteret,mulig,5,L,S,L04AD02_S01AA26
N03AA02,N03AF01,begrænset dokumenteret,uafklaret,5,N,N,N03AF01_N03AA02
J05AR10,C10BA03,dokumenteret,moderat,5,J,C,C10BA03_J05AR10
M02AA13,M01AE51,dokumenteret,moderat,5,M,M,M01AE51_M02AA13
J04AM06,G03FA17,veldokumenteret,moderat,5,J,G,G03FA17_J04AM06
J04AB02,B01AC30,veldokumenteret,moderat,5,J,B,B01AC30_J04AB02
B02BC30,G03AA10,dokumenteret,udtalt,5,B,G,B02BC30_G03AA10
D08AC02,C01BC03,dokumenteret,ringe,5,D,C,C01BC03_D08AC02
R03CC03,S01EB51,dokumenteret,moderat,5,R,S,R03CC03_S01EB51
A10BB09,C09BA01,ringe dokumenteret,mulig,5,A,C,A10BB09_C09BA01
G03HB01,B01AA04,dokumenteret,mulig,5,G,B,B01AA04_G03HB01
C09DB04,C10AA01,veldokumenteret,moderat,5,C,C,C09DB04_C10AA01
N02AJ13,B01AA03,veldokumenteret,moderat,5,N,B,B01AA03_N02AJ13
A10AB06,C09BA02,veldokumenteret,mulig,5,A,C,A10AB06_C09BA02
N06BA07,G03AA16,dokumenteret,mulig,5,N,G,G03AA16_N06BA07
L01XE01,D01AC08,dokumenteret,moderat,5,L,D,D01AC08_L01XE01
B05AA06,B03AA02,veldokumenteret,moderat,5,B,B,B03AA02_B05AA06
J05AF07,J05AP02,dokumenteret,moderat,5,J,J,J05AF07_J05AP02
G02BB01,N03AG01,dokumenteret,mulig,5,G,N,G02BB01_N03AG01
N06BC01,N05AN01,begrænset dokumenteret,mulig,5,N,N,N05AN01_N06BC01
J05AE02,R01AD12,ringe dokumenteret,moderat,5,J,R,J05AE02_R01AD12
M04AA51,C09AA01,ringe dokumenteret,moderat,5,M,C,C09AA01_M04AA51
M01AB55,C09BA02,dokumenteret,moderat,5,M,C,C09BA02_M01AB55
G03AA09,J05AR14,begrænset dokumenteret,mulig,5,G,J,G03AA09_J05AR14
A10AE54,C09AA01,veldokumenteret,mulig,5,A,C,A10AE54_C09AA01
B01AC30,B01AF03,dokumenteret,moderat,5,B,B,B01AC30_B01AF03
R03AK08,C07CB03,dokumenteret,moderat,5,R,C,C07CB03_R03AK08
G03FB08,M01AH05,dokumenteret,mulig,5,G,M,G03FB08_M01AH05
J01MA12,C10BA02,ringe dokumenteret,udtalt,5,J,C,C10BA02_J01MA12
G03AA09,J02AC03,dokumenteret,mulig,5,G,J,G03AA09_J02AC03
J05AR10,R01AD58,begrænset dokumenteret,moderat,5,J,R,J05AR10_R01AD58
J05AR22,A07EA06,ringe dokumenteret,moderat,5,J,A,A07EA06_J05AR22
G03FA14,A08AB01,dokumenteret,mulig,5,G,A,A08AB01_G03FA14
B01AC06,C09AA05,begrænset dokumenteret,ringe,5,B,C,B01AC06_C09AA05
A10BB09,C09BA04,ringe dokumenteret,mulig,5,A,C,A10BB09_C09BA04
A10BD25,J02AB02,dokumenteret,mulig,5,A,J,A10BD25_J02AB02
G03FB06,J05AP53,veldokumenteret,mulig,5,G,J,G03FB06_J05AP53
J05AE08,R01AD58,begrænset dokumenteret,moderat,5,J,R,J05AE08_R01AD58
A10AB05,C09AA04,veldokumenteret,mulig,5,A,C,A10AB05_C09AA04
G03FA14,M03BX02,begrænset dokumenteret,moderat,5,G,M,G03FA14_M03BX02
C09BA04,C03DA01,veldokumenteret,moderat,5,C,C,C03DA01_C09BA04
J01FA09,C10AA07,dokumenteret,mulig,5,J,C,C10AA07_J01FA09
N01BB53,C07AA05,veldokumenteret,moderat,5,N,C,C07AA05_N01BB53
A10BD05,C09BA05,ringe dokumenteret,mulig,5,A,C,A10BD05_C09BA05
G03AB03,M05BB03,dokumenteret,udtalt,5,G,M,G03AB03_M05BB03
A10AD04,C09BB04,veldokumenteret,mulig,5,A,C,A10AD04_C09BB04
M02AA07,C09BA02,dokumenteret,moderat,5,M,C,C09BA02_M02AA07
L01XE05,J05AE03,ringe dokumenteret,mulig,5,L,J,J05AE03_L01XE05
C07AB02,N06AB10,dokumenteret,moderat,5,C,N,C07AB02_N06AB10
A11CA01,J02AC01,ringe dokumenteret,moderat,5,A,J,A11CA01_J02AC01
M02AA13,N06AB04,begrænset dokumenteret,mulig,5,M,N,M02AA13_N06AB04
C08CA02,L04AD02,ringe dokumenteret,mulig,5,C,L,C08CA02_L04AD02
A10AE04,C09BA03,veldokumenteret,mulig,5,A,C,A10AE04_C09BA03
N05AH03,N02AJ13,ringe dokumenteret,moderat,5,N,N,N02AJ13_N05AH03
B01AA03,J01CA01,ringe dokumenteret,moderat,5,B,J,B01AA03_J01CA01
R03AL09,S01ED51,dokumenteret,moderat,5,R,S,R03AL09_S01ED51
D11AH04,J02AB02,dokumenteret,mulig,5,D,J,D11AH04_J02AB02
A10BB01,J01EB02,ringe dokumenteret,moderat,5,A,J,A10BB01_J01EB02
G03AA07,M03BX02,begrænset dokumenteret,moderat,5,G,M,G03AA07_M03BX02
A12AA07,G03AA14,dokumenteret,udtalt,5,A,G,A12AA07_G03AA14
N06DA02,N06AB05,ringe dokumenteret,mulig,5,N,N,N06AB05_N06DA02
A10BH02,C09BA01,dokumenteret,moderat,5,A,C,A10BH02_C09BA01
B05BB02,B05XA31,veldokumenteret,moderat,5,B,B,B05BB02_B05XA31
A10AB06,C09BA04,veldokumenteret,mulig,5,A,C,A10AB06_C09BA04
G03AA07,N03AG01,dokumenteret,mulig,5,G,N,G03AA07_N03AG01
J05AR14,J02AB02,dokumenteret,moderat,5,J,J,J02AB02_J05AR14
A10BD05,C09BA03,ringe dokumenteret,mulig,5,A,C,A10BD05_C09BA03
N04BD02,R05DA09,dokumenteret,moderat,5,N,R,N04BD02_R05DA09
N06AB06,C09DA03,ringe dokumenteret,moderat,5,N,C,C09DA03_N06AB06
M01AE51,A02AD01,dokumenteret,mulig,5,M,A,A02AD01_M01AE51
J02AB02,R01AD08,dokumenteret,mulig,5,J,R,J02AB02_R01AD08
N02BE01,B01AA03,veldokumenteret,moderat,5,N,B,B01AA03_N02BE01
G03FB06,N03AX11,dokumenteret,mulig,5,G,N,G03FB06_N03AX11
R03CC02,C07CB03,dokumenteret,moderat,5,R,C,C07CB03_R03CC02
G03DB08,C02KX01,ringe dokumenteret,mulig,5,G,C,C02KX01_G03DB08
J05AR06,J05AR15,dokumenteret,moderat,5,J,J,J05AR06_J05AR15
J01DD04,B05BB01,ringe dokumenteret,mulig,5,J,B,B05BB01_J01DD04
A10BB03,C09DX03,ringe dokumenteret,mulig,5,A,C,A10BB03_C09DX03
G03FA01,J05AE01,dokumenteret,mulig,5,G,J,G03FA01_J05AE01
J01MA12,C10BA04,ringe dokumenteret,udtalt,5,J,C,C10BA04_J01MA12
J05AR24,J05AR15,dokumenteret,moderat,5,J,J,J05AR15_J05AR24
A10BB03,G01AF04,ringe dokumenteret,moderat,5,A,G,A10BB03_G01AF04
A10BB03,C07BB12,ringe dokumenteret,mulig,5,A,C,A10BB03_C07BB12
M01AE51,C01AA05,dokumenteret,moderat,5,M,C,C01AA05_M01AE51
C08DA01,B01AF03,dokumenteret,mulig,5,C,B,B01AF03_C08DA01
J04AM02,G03AA09,veldokumenteret,moderat,5,J,G,G03AA09_J04AM02
M02AA15,N02BA51,veldokumenteret,ingen,5,M,N,M02AA15_N02BA51
A10AE05,C09BA03,veldokumenteret,mulig,5,A,C,A10AE05_C09BA03
N02AX02,N06AX16,ringe dokumenteret,moderat,5,N,N,N02AX02_N06AX16
R03AK06,C07BB07,dokumenteret,moderat,5,R,C,C07BB07_R03AK06
R03CC02,C07AB07,dokumenteret,moderat,5,R,C,C07AB07_R03CC02
A10AB04,C09AA04,veldokumenteret,mulig,5,A,C,A10AB04_C09AA04
R03AC02,C07BB07,dokumenteret,moderat,5,R,C,C07BB07_R03AC02
J05AR25,N03AF01,dokumenteret,moderat,5,J,N,J05AR25_N03AF01
J05AR14,R01AD58,ringe dokumenteret,moderat,5,J,R,J05AR14_R01AD58
J05AR09,R01AD08,ringe dokumenteret,moderat,5,J,R,J05AR09_R01AD08
L04AA18,S01XA18,dokumenteret,uafklaret,5,L,S,L04AA18_S01XA18
B02BB01,G02BB01,dokumenteret,udtalt,5,B,G,B02BB01_G02BB01
B01AA04,J01CR02,dokumenteret,moderat,5,B,J,B01AA04_J01CR02
L04AX03,S02CA03,ringe dokumenteret,mulig,5,L,S,L04AX03_S02CA03
R03CC12,C07BB07,dokumenteret,moderat,5,R,C,C07BB07_R03CC12
V04CL,M04AC01,ringe dokumenteret,moderat,5,V,M,M04AC01_V04CL
C08DB01,L04AA18,dokumenteret,moderat,5,C,L,C08DB01_L04AA18
A10BD15,N03AX11,dokumenteret,moderat,5,A,N,A10BD15_N03AX11
C07AB02,N06AB06,dokumenteret,moderat,5,C,N,C07AB02_N06AB06
G03AC08,R07AX30,dokumenteret,moderat,5,G,R,G03AC08_R07AX30
N05AX08,C10BA04,ringe dokumenteret,uafklaret,5,N,C,C10BA04_N05AX08
A04AD12,C05AA01,dokumenteret,moderat,5,A,C,A04AD12_C05AA01
G03AA10,R07AX30,dokumenteret,mulig,5,G,R,G03AA10_R07AX30
L04AX03,J01MA02,ringe dokumenteret,mulig,5,L,J,J01MA02_L04AX03
N01BB02,S01AE03,dokumenteret,mulig,5,N,S,N01BB02_S01AE03
V03AX03,R03BA05,ringe dokumenteret,moderat,5,V,R,R03BA05_V03AX03
R03AL02,C07BB07,dokumenteret,moderat,5,R,C,C07BB07_R03AL02
C09XA02,M01AE51,dokumenteret,moderat,5,C,M,C09XA02_M01AE51
J04AB04,G03CA04,veldokumenteret,moderat,5,J,G,G03CA04_J04AB04
J04AM02,G03FA14,veldokumenteret,moderat,5,J,G,G03FA14_J04AM02
B05DB,B03AA07,veldokumenteret,moderat,5,B,B,B03AA07_B05DB
J04AM06,G03AA13,veldokumenteret,moderat,5,J,G,G03AA13_J04AM06
J04AM06,G03AA12,veldokumenteret,moderat,5,J,G,G03AA12_J04AM06
G03AA10,M01AH05,dokumenteret,mulig,5,G,M,G03AA10_M01AH05
C09DA03,M01AE51,dokumenteret,moderat,5,C,M,C09DA03_M01AE51
B05BA10,B03AA07,veldokumenteret,moderat,5,B,B,B03AA07_B05BA10
J04AM02,G03FA17,veldokumenteret,moderat,5,J,G,G03FA17_J04AM02
